  0.0000000e+000	  2.4550000e-008	
  1.0000000e-001	  5.4418000e-007	
  2.0000000e-001	  1.2055000e-006	
  3.0000000e-001	  1.9824000e-006	
  4.0000000e-001	  3.0269000e-006	
  5.0000000e-001	  4.0790000e-006	
  6.0000000e-001	  5.6760000e-006	
  7.0000000e-001	  7.2895000e-006	
  8.0000000e-001	  9.3132000e-006	
  9.0000000e-001	  1.1690000e-005	
  1.0000000e+000	  1.4980000e-005	
  1.1000000e+000	  2.2070000e-005	
  1.2000000e+000	  4.4180000e-005	
  1.3000000e+000	  1.0920000e-004	
  1.4000000e+000	  2.6464000e-004	
  1.5000000e+000	  5.1796000e-004	
  1.6000000e+000	  8.5920000e-004	
  1.7000000e+000	  1.2695000e-003	
  1.8000000e+000	  1.7460000e-003	
  1.9000000e+000	  2.2715000e-003	
  2.0000000e+000	  2.8396000e-003	
  2.1000000e+000	  3.4370000e-003	
  2.2000000e+000	  4.0719000e-003	
  2.3000000e+000	  4.7472000e-003	
  2.4000000e+000	  5.4450000e-003	
  2.5000000e+000	  6.1731000e-003	
  2.6000000e+000	  6.9540000e-003	
  2.7000000e+000	  7.7691000e-003	
  2.8000000e+000	  8.7180000e-003	
  2.9000000e+000	  9.6455000e-003	
  3.0000000e+000	  1.0630000e-002	
  3.1000000e+000	  1.1515000e-002	
  3.2000000e+000	  1.2490000e-002	
  3.3000000e+000	  1.3580000e-002	
  3.4000000e+000	  1.4285000e-002	
  3.5000000e+000	  1.5415000e-002	
  3.6000000e+000	  1.6460000e-002	
  3.7000000e+000	  1.7385000e-002	
  3.8000000e+000	  1.8516000e-002	
  3.9000000e+000	  1.9650000e-002	
  4.0000000e+000	  2.0785000e-002	
  4.1000000e+000	  2.1940000e-002	
  4.2000000e+000	  2.3140000e-002	
  4.3000000e+000	  2.5450000e-002	
  4.4000000e+000	  2.6885000e-002	
  4.5000000e+000	  2.8855000e-002	
  4.6000000e+000	  2.9210000e-002	
  4.7000000e+000	  3.0915000e-002	
  4.8000000e+000	  3.3495000e-002	
  4.9000000e+000	  3.2461000e-002	
  5.0000000e+000	  3.5725000e-002	
  5.1000000e+000	  3.7426000e-002	
  5.2000000e+000	  3.9421000e-002	
  5.3000000e+000	  4.1136000e-002	
  5.4000000e+000	  4.3236000e-002	
  5.5000000e+000	  4.4935000e-002	
  5.6000000e+000	  4.7121000e-002	
  5.7000000e+000	  4.8405000e-002	
  5.8000000e+000	  5.0001000e-002	
  5.9000000e+000	  5.0001000e-002	
  6.0000000e+000	  5.0001000e-002	
  6.1000000e+000	  5.0001000e-002	
  6.2000000e+000	  4.9995000e-002	
  6.3000000e+000	  5.0001000e-002	
  6.4000000e+000	  5.0001000e-002	
  6.5000000e+000	  5.0001000e-002	
  6.6000000e+000	  5.0001000e-002	
  6.7000000e+000	  4.9995000e-002	
  6.8000000e+000	  4.9995000e-002	
  6.9000000e+000	  5.0001000e-002	
  7.0000000e+000	  5.0001000e-002	
  7.1000000e+000	  5.0001000e-002	
  7.2000000e+000	  5.0001000e-002	
  7.3000000e+000	  5.0001000e-002	
  7.4000000e+000	  5.0001000e-002	
  7.5000000e+000	  4.9995000e-002	
  7.6000000e+000	  5.0001000e-002	
  7.7000000e+000	  4.9995000e-002	
  7.8000000e+000	  5.0001000e-002	
  7.9000000e+000	  5.0001000e-002	
  8.0000000e+000	  4.9995000e-002	
  8.1000000e+000	  5.0001000e-002	
  8.2000000e+000	  4.9995000e-002	
  8.3000000e+000	  5.0001000e-002	
  8.4000000e+000	  4.9995000e-002	
  8.5000000e+000	  5.0001000e-002	
  8.6000000e+000	  5.0005000e-002	
  8.7000000e+000	  5.0001000e-002	
  8.8000000e+000	  5.0005000e-002	
  8.9000000e+000	  5.0001000e-002	
  9.0000000e+000	  5.0001000e-002	
  9.1000000e+000	  4.9995000e-002	
  9.2000000e+000	  4.9995000e-002	
  9.3000000e+000	  4.9995000e-002	
  9.4000000e+000	  4.9995000e-002	
  9.5000000e+000	  5.0001000e-002	
  9.6000000e+000	  5.0001000e-002	
  9.7000000e+000	  5.0001000e-002	
  9.8000000e+000	  4.9995000e-002	
  9.9000000e+000	  5.0005000e-002	
  1.0000000e+001	  5.0001000e-002	
